equipo,rival,fecha,local_visitante,goles_favor,goles_contra,resultado,tipo_partido,clima,temperatura,humedad,dias_descanso,tiros_puerta,posesion,lesionados,suspendidos
Alemania,Egipto,01/10/2025,Local,3,0,Victoria,Eliminatoria,Lluvia,31,72,9,9,49,3,0
Alemania,Suiza,24/09/2025,Visitante,1,2,Derrota,Oficial,Frio,11,64,9,9,44,0,1
Alemania,Arabia Saudita,16/09/2025,Visitante,3,0,Victoria,Amistoso,Lluvia,15,78,5,11,64,1,0
Alemania,Jordania,06/09/2025,Visitante,0,0,Empate,Liga de Naciones,Nublado,11,52,10,3,70,2,0
Alemania,Irán,03/09/2025,Local,2,1,Victoria,Oficial,Caluroso,30,38,12,7,38,1,0
Alemania,Australia,26/08/2025,Local,2,0,Victoria,Oficial,Soleado,8,49,4,9,55,2,0
Alemania,República Democrática del Congo,20/08/2025,Local,3,0,Victoria,Eliminatoria,Caluroso,31,51,14,11,64,0,0
Alemania,Noruega,11/08/2025,Local,2,0,Victoria,Amistoso,Lluvia,33,93,4,7,45,0,0
Alemania,Túnez,06/08/2025,Local,7,0,Victoria,Eliminatoria,Caluroso,27,39,7,13,67,0,1
Alemania,Panamá,27/07/2025,Local,1,2,Derrota,Eliminatoria,Lluvia,10,92,3,7,65,1,2
Alemania,Colombia,22/07/2025,Visitante,1,0,Victoria,Eliminatoria,Lluvia,20,67,9,2,63,0,0
Alemania,Noruega,16/07/2025,Local,4,0,Victoria,Eliminatoria,Soleado,32,44,6,11,75,0,0
Alemania,Bélgica,09/07/2025,Local,4,0,Victoria,Eliminatoria,Nublado,25,39,6,12,42,2,1
Alemania,Costa de Marfil,30/06/2025,Visitante,1,1,Empate,Amistoso,Nublado,14,88,7,8,58,0,0
Alemania,República Checa,24/06/2025,Local,3,0,Victoria,Oficial,Frio,8,77,14,12,47,0,0
Alemania,Países Bajos,14/06/2025,Visitante,1,3,Derrota,Amistoso,Caluroso,28,37,14,6,59,0,0
Alemania,Bélgica,07/06/2025,Local,2,3,Derrota,Amistoso,Caluroso,33,88,9,10,52,1,1
Alemania,Croacia,31/05/2025,Visitante,0,1,Derrota,Amistoso,Nublado,17,75,4,7,56,0,0
Alemania,Noruega,28/05/2025,Visitante,1,0,Victoria,Amistoso,Lluvia,14,88,4,8,46,1,0
Alemania,Catar,17/05/2025,Visitante,2,2,Empate,Liga de Naciones,Soleado,13,48,12,6,52,2,0
Alemania,Jordania,10/05/2025,Visitante,1,0,Victoria,Oficial,Frio,8,38,12,7,53,2,1
Arabia Saudita,Corea del Sur,2026-05-28,Visitante,0,4,Derrota,Oficial,Nublado,18,64,8,4,48,1,1
Arabia Saudita,Irán,2026-05-18,Visitante,1,1,Empate,Liga de Naciones,Lluvia,20,78,8,6,52,1,1
Arabia Saudita,Irak,2026-05-06,Local,2,2,Empate,Oficial,Nublado,21,74,4,6,54,0,0
Arabia Saudita,Jordania,2026-04-28,Local,2,0,Victoria,Amistoso,Soleado,27,37,8,7,54,1,0
Arabia Saudita,Australia,2026-04-15,Local,3,1,Victoria,Copa,Soleado,20,66,9,6,49,0,0
Arabia Saudita,Japón,2026-04-05,Visitante,0,2,Derrota,Eliminatoria,Soleado,30,50,3,3,50,2,1
Arabia Saudita,Uzbekistán,2026-03-26,Local,1,0,Victoria,Oficial,Nublado,16,60,9,6,53,0,0
Arabia Saudita,Austria,2026-03-13,Visitante,1,0,Victoria,Copa,Caluroso,29,56,8,3,45,1,0
Arabia Saudita,Países Bajos,2026-03-03,Local,4,2,Victoria,Copa,Soleado,26,61,9,8,56,1,0
Arabia Saudita,República Checa,2026-02-18,Local,3,1,Victoria,Eliminatoria,Nublado,21,81,9,7,47,3,0
Arabia Saudita,Irán,09/02/2026,Visitante,0,0,Empate,Copa,Caluroso,27,83,9,5,54,2,0
Arabia Saudita,Canadá,04/02/2026,Visitante,0,0,Empate,Liga de Naciones,Caluroso,33,71,6,3,42,1,0
Arabia Saudita,Japón,24/01/2026,Visitante,0,2,Derrota,Oficial,Lluvia,28,82,3,4,50,0,0
Arabia Saudita,República Checa,18/01/2026,Visitante,2,0,Victoria,Oficial,Nublado,30,66,3,6,54,0,0
Arabia Saudita,Irak,13/01/2026,Visitante,1,0,Victoria,Liga de Naciones,Frio,12,69,5,4,50,0,0
Arabia Saudita,Jordania,07/01/2026,Visitante,0,2,Derrota,Liga de Naciones,Caluroso,27,50,7,1,49,0,0
Arabia Saudita,Suecia,27/12/2025,Local,2,0,Victoria,Eliminatoria,Lluvia,30,89,10,6,36,0,0
Arabia Saudita,Costa de Marfil,22/12/2025,Visitante,0,2,Derrota,Oficial,Frio,5,67,12,6,55,1,0
Arabia Saudita,Ghana,14/12/2025,Visitante,0,2,Derrota,Oficial,Soleado,30,76,3,7,46,0,0
Arabia Saudita,Costa de Marfil,09/12/2025,Local,3,0,Victoria,Oficial,Nublado,7,82,3,9,48,2,0
Arabia Saudita,Austria,01/12/2025,Local,2,0,Victoria,Oficial,Nublado,30,65,3,5,50,0,0
Arabia Saudita,Paraguay,25/11/2025,Visitante,1,0,Victoria,Liga de Naciones,Nublado,32,48,14,5,58,0,0
Arabia Saudita,Austria,17/11/2025,Local,2,4,Derrota,Oficial,Lluvia,10,77,3,6,49,0,0
Arabia Saudita,Paraguay,09/11/2025,Local,3,0,Victoria,Amistoso,Lluvia,5,78,4,9,35,1,3
Arabia Saudita,Colombia,03/11/2025,Local,0,0,Empate,Liga de Naciones,Lluvia,22,93,10,5,59,1,0
Arabia Saudita,Ecuador,27/10/2025,Visitante,1,1,Empate,Oficial,Nublado,11,37,6,4,55,2,1
Arabia Saudita,Inglaterra,18/10/2025,Visitante,0,1,Derrota,Liga de Naciones,Lluvia,12,81,14,5,39,0,0
Arabia Saudita,Jordania,11/10/2025,Local,3,0,Victoria,Oficial,Nublado,23,58,5,10,46,0,0
Arabia Saudita,México,06/10/2025,Local,0,0,Empate,Oficial,Lluvia,19,94,4,4,42,1,0
Arabia Saudita,Costa de Marfil,29/09/2025,Local,1,0,Victoria,Eliminatoria,Caluroso,31,86,7,6,56,0,0
Arabia Saudita,Cabo Verde,24/09/2025,Visitante,0,1,Derrota,Oficial,Nublado,8,86,4,6,50,1,0
Arabia Saudita,Uzbekistán,16/09/2025,Visitante,1,0,Victoria,Oficial,Frio,9,60,9,6,41,0,0
Arabia Saudita,Túnez,07/09/2025,Visitante,0,1,Derrota,Eliminatoria,Caluroso,27,85,8,4,40,0,0
Arabia Saudita,Países Bajos,30/08/2025,Local,1,0,Victoria,Oficial,Lluvia,25,75,4,4,44,3,1
Arabia Saudita,Costa de Marfil,27/08/2025,Local,0,1,Derrota,Liga de Naciones,Lluvia,29,89,4,2,45,0,0
Arabia Saudita,Argelia,18/08/2025,Visitante,0,3,Derrota,Oficial,Soleado,30,65,14,3,44,0,0
Arabia Saudita,Túnez,09/08/2025,Local,0,1,Derrota,Amistoso,Lluvia,21,78,6,3,57,0,1
Arabia Saudita,Suiza,03/08/2025,Visitante,0,2,Derrota,Copa,Lluvia,24,75,7,4,48,0,0
Arabia Saudita,Noruega,27/07/2025,Visitante,1,3,Derrota,Oficial,Caluroso,33,58,7,7,58,3,0
Arabia Saudita,Suiza,20/07/2025,Local,3,1,Victoria,Oficial,Caluroso,30,73,12,8,48,0,0
Arabia Saudita,Canadá,13/07/2025,Local,4,0,Victoria,Oficial,Nublado,12,67,10,7,61,0,1
Arabia Saudita,Panamá,05/07/2025,Local,3,1,Victoria,Eliminatoria,Caluroso,35,46,3,8,60,0,1
Arabia Saudita,República Democrática del Congo,28/06/2025,Visitante,2,0,Victoria,Amistoso,Nublado,11,76,12,6,55,1,1
Arabia Saudita,Brasil,22/06/2025,Visitante,2,5,Derrota,Copa,Caluroso,34,79,12,8,51,0,0
Arabia Saudita,Sudáfrica,15/06/2025,Visitante,0,1,Derrota,Amistoso,Lluvia,30,66,5,9,48,1,1
Arabia Saudita,Egipto,10/06/2025,Local,1,2,Derrota,Liga de Naciones,Frio,3,58,10,7,30,2,0
Arabia Saudita,Jordania,03/06/2025,Visitante,0,2,Derrota,Eliminatoria,Soleado,16,64,9,4,45,2,0
Arabia Saudita,Cabo Verde,24/05/2025,Local,1,0,Victoria,Amistoso,Frio,13,54,6,8,55,1,1
Arabia Saudita,Panamá,20/05/2025,Local,1,2,Derrota,Amistoso,Nublado,28,49,8,5,56,1,0
Arabia Saudita,Suecia,14/05/2025,Local,1,2,Derrota,Liga de Naciones,Lluvia,15,69,8,8,59,0,0
Argelia,Ghana,2026-05-28,Local,3,0,Victoria,Copa,Soleado,21,63,8,9,51,1,0
Argelia,Sudáfrica,2026-05-18,Visitante,1,1,Empate,Copa,Soleado,27,47,7,8,47,1,0
Argelia,República Democrática del Congo,2026-05-09,Local,2,0,Victoria,Copa,Nublado,16,85,8,8,46,1,0
Argelia,Túnez,2026-04-27,Local,3,0,Victoria,Oficial,Soleado,29,63,5,8,56,0,0
Argelia,Senegal,2026-04-14,Local,1,1,Empate,Eliminatoria,Caluroso,34,51,8,5,49,3,0
Argelia,Costa de Marfil,2026-04-06,Local,1,2,Derrota,Liga de Naciones,Soleado,18,50,6,6,58,0,0
Argelia,Egipto,2026-03-26,Visitante,2,1,Victoria,Eliminatoria,Soleado,27,42,6,5,49,1,0
Argelia,Bosnia y Herzegovina,2026-03-14,Local,0,1,Derrota,Eliminatoria,Lluvia,19,74,3,7,62,0,0
Argelia,Irán,2026-03-04,Local,3,3,Empate,Eliminatoria,Soleado,25,56,5,7,54,1,0
Argelia,Colombia,2026-02-21,Visitante,1,1,Empate,Liga de Naciones,Soleado,21,67,9,5,53,2,0
Argelia,Egipto,10/02/2026,Local,0,0,Empate,Eliminatoria,Frio,3,86,4,5,62,1,0
Argelia,Egipto,07/02/2026,Local,1,0,Victoria,Liga de Naciones,Caluroso,28,85,5,6,55,0,0
Argelia,Austria,27/01/2026,Local,0,0,Empate,Liga de Naciones,Frio,6,56,10,5,49,1,0
Argelia,Irán,21/01/2026,Visitante,1,4,Derrota,Eliminatoria,Nublado,6,69,3,10,65,1,0
Argelia,Cabo Verde,15/01/2026,Visitante,1,1,Empate,Oficial,Lluvia,25,71,14,3,55,2,0
Argelia,Irak,08/01/2026,Local,3,1,Victoria,Liga de Naciones,Caluroso,30,76,12,6,52,1,0
Argelia,Suecia,01/01/2026,Local,0,3,Derrota,Amistoso,Nublado,23,63,3,4,62,1,1
Argelia,Japón,25/12/2025,Local,1,2,Derrota,Oficial,Caluroso,32,74,10,6,51,1,0
Argelia,Nueva Zelanda,18/12/2025,Visitante,2,1,Victoria,Copa,Caluroso,25,72,5,8,56,0,0
Argelia,Catar,12/12/2025,Visitante,1,0,Victoria,Amistoso,Nublado,17,58,3,7,52,3,0
Argelia,Arabia Saudita,02/12/2025,Visitante,0,2,Derrota,Copa,Soleado,24,39,12,6,51,0,1
Argelia,Brasil,27/11/2025,Visitante,1,5,Derrota,Eliminatoria,Nublado,27,83,3,6,36,1,0
Argelia,Túnez,20/11/2025,Visitante,0,0,Empate,Liga de Naciones,Lluvia,32,80,9,7,58,1,0
Argelia,Egipto,12/11/2025,Visitante,2,0,Victoria,Amistoso,Caluroso,31,58,6,8,34,0,0
Argelia,Croacia,08/11/2025,Visitante,0,2,Derrota,Oficial,Soleado,32,59,12,6,59,0,0
Argelia,Nueva Zelanda,31/10/2025,Local,2,0,Victoria,Eliminatoria,Lluvia,21,90,14,5,60,1,1
Argelia,Jordania,23/10/2025,Visitante,4,1,Victoria,Oficial,Lluvia,9,89,5,8,54,0,2
Argelia,Túnez,17/10/2025,Visitante,0,1,Derrota,Eliminatoria,Caluroso,27,69,10,5,49,2,1
Argelia,Inglaterra,11/10/2025,Visitante,0,1,Derrota,Liga de Naciones,Caluroso,30,85,7,3,47,1,1
Argelia,Países Bajos,03/10/2025,Visitante,0,1,Derrota,Eliminatoria,Lluvia,9,88,3,3,49,1,0
Argelia,Paraguay,24/09/2025,Local,0,1,Derrota,Liga de Naciones,Caluroso,28,39,10,6,51,3,0
Argelia,Francia,19/09/2025,Local,0,1,Derrota,Liga de Naciones,Nublado,22,64,6,2,50,3,0
Argelia,Francia,12/09/2025,Visitante,0,3,Derrota,Amistoso,Nublado,11,80,6,6,50,1,0
Argelia,República Checa,03/09/2025,Local,0,1,Derrota,Eliminatoria,Lluvia,32,71,14,4,57,1,2
Argelia,Costa de Marfil,26/08/2025,Visitante,2,3,Derrota,Amistoso,Nublado,28,59,3,9,41,1,1
Argelia,Marruecos,21/08/2025,Visitante,1,1,Empate,Copa,Caluroso,29,39,10,6,38,0,0
Argelia,Inglaterra,12/08/2025,Local,1,4,Derrota,Oficial,Frio,5,67,8,6,41,1,1
Argelia,Francia,07/08/2025,Local,0,2,Derrota,Amistoso,Soleado,34,69,5,6,35,2,1
Argelia,Jordania,01/08/2025,Local,0,0,Empate,Oficial,Soleado,19,36,6,6,69,1,0
Argelia,Marruecos,26/07/2025,Local,2,0,Victoria,Oficial,Nublado,29,67,3,9,49,3,0
Argelia,Escocia,19/07/2025,Visitante,1,0,Victoria,Eliminatoria,Soleado,18,81,8,9,45,1,0
Argelia,Costa de Marfil,12/07/2025,Local,2,0,Victoria,Amistoso,Lluvia,26,93,9,10,50,0,0
Argelia,Australia,04/07/2025,Local,2,0,Victoria,Copa,Frio,4,52,10,7,65,2,0
Argelia,República Democrática del Congo,25/06/2025,Visitante,1,2,Derrota,Eliminatoria,Frio,11,64,12,6,44,0,1
Argelia,Curazao,17/06/2025,Local,0,1,Derrota,Eliminatoria,Caluroso,34,56,5,6,64,1,1
Argelia,Uzbekistán,14/06/2025,Local,0,2,Derrota,Oficial,Lluvia,9,89,6,7,46,0,1
Argelia,Argentina,04/06/2025,Visitante,0,1,Derrota,Liga de Naciones,Nublado,10,64,8,3,46,3,1
Argelia,Ecuador,30/05/2025,Local,1,1,Empate,Amistoso,Lluvia,28,66,8,7,46,1,0
Argelia,Colombia,20/05/2025,Visitante,1,4,Derrota,Oficial,Soleado,11,67,4,4,42,1,0
Argelia,Arabia Saudita,13/05/2025,Local,4,0,Victoria,Eliminatoria,Nublado,9,68,9,10,52,0,0
Argentina,Paraguay,2026-05-29,Visitante,1,1,Empate,Amistoso,Nublado,18,56,5,7,53,0,1
Argentina,Uruguay,2026-05-20,Local,4,0,Victoria,Copa,Nublado,17,85,4,9,61,1,0
Argentina,Brasil,2026-05-06,Local,1,2,Derrota,Liga de Naciones,Soleado,28,55,4,8,55,0,1
Argentina,Colombia,2026-04-26,Visitante,0,2,Derrota,Copa,Lluvia,19,78,6,6,56,1,0
Argentina,Ecuador,2026-04-17,Local,4,1,Victoria,Amistoso,Soleado,18,67,4,11,54,3,0
Argentina,Cabo Verde,2026-04-04,Visitante,3,0,Victoria,Oficial,Soleado,25,69,4,10,45,0,2
Argentina,Canadá,2026-03-23,Local,1,0,Victoria,Amistoso,Soleado,28,50,3,8,57,2,0
Argentina,Alemania,2026-03-15,Visitante,1,2,Derrota,Oficial,Soleado,25,66,7,6,58,0,1
Argentina,Australia,2026-03-01,Visitante,3,1,Victoria,Eliminatoria,Soleado,23,40,9,12,34,1,0
Argentina,Noruega,2026-02-18,Visitante,3,0,Victoria,Eliminatoria,Nublado,24,55,3,9,50,2,0
Argentina,Catar,08/02/2026,Local,1,0,Victoria,Oficial,Lluvia,9,78,7,7,63,3,0
Argentina,Noruega,01/02/2026,Local,0,0,Empate,Liga de Naciones,Soleado,22,38,3,4,59,1,0
Argentina,Inglaterra,25/01/2026,Local,0,0,Empate,Liga de Naciones,Soleado,9,69,12,6,52,3,0
Argentina,Escocia,21/01/2026,Visitante,0,0,Empate,Eliminatoria,Soleado,34,38,7,9,44,1,1
Argentina,Catar,12/01/2026,Visitante,1,0,Victoria,Liga de Naciones,Frio,7,62,9,7,52,0,0
Argentina,Suiza,06/01/2026,Visitante,0,0,Empate,Eliminatoria,Lluvia,18,78,14,2,41,0,0
Argentina,Jordania,29/12/2025,Local,2,0,Victoria,Eliminatoria,Frio,4,64,7,5,60,1,0
Argentina,Noruega,20/12/2025,Local,3,2,Victoria,Oficial,Nublado,29,48,10,11,45,2,0
Argentina,Alemania,15/12/2025,Local,0,1,Derrota,Eliminatoria,Lluvia,23,78,8,5,50,1,1
Argentina,Japón,10/12/2025,Local,1,0,Victoria,Liga de Naciones,Nublado,30,61,10,9,43,2,1
Argentina,Francia,03/12/2025,Local,1,0,Victoria,Oficial,Frio,8,38,3,5,50,0,0
Argentina,Francia,25/11/2025,Local,2,0,Victoria,Oficial,Soleado,16,65,10,9,50,1,0
Argentina,Japón,19/11/2025,Local,1,0,Victoria,Eliminatoria,Caluroso,33,43,6,6,61,4,1
Argentina,Marruecos,11/11/2025,Visitante,0,0,Empate,Eliminatoria,Nublado,15,52,10,4,56,4,0
Argentina,Turquía,04/11/2025,Local,0,2,Derrota,Oficial,Frio,14,60,8,8,59,0,0
Argentina,Túnez,28/10/2025,Visitante,3,0,Victoria,Amistoso,Caluroso,29,81,6,9,50,0,0
Argentina,Austria,19/10/2025,Visitante,2,0,Victoria,Oficial,Caluroso,27,37,12,9,46,0,0
Argentina,Catar,13/10/2025,Local,4,1,Victoria,Oficial,Caluroso,29,37,8,10,59,4,1
Argentina,Irán,04/10/2025,Local,3,0,Victoria,Amistoso,Lluvia,22,83,10,9,56,0,0
Argentina,Sudáfrica,01/10/2025,Local,2,0,Victoria,Amistoso,Frio,9,36,5,7,47,0,1
Argentina,Paraguay,22/09/2025,Visitante,4,0,Victoria,Oficial,Frio,7,55,7,11,59,3,0
Argentina,Irán,16/09/2025,Visitante,3,1,Victoria,Eliminatoria,Soleado,15,36,14,9,50,2,0
Argentina,Ecuador,10/09/2025,Visitante,0,1,Derrota,Copa,Caluroso,29,74,10,9,52,1,0
Argentina,Egipto,01/09/2025,Visitante,2,1,Victoria,Oficial,Soleado,23,84,12,8,62,0,0
Argentina,Egipto,24/08/2025,Local,5,0,Victoria,Eliminatoria,Nublado,8,84,7,14,48,1,0
Argentina,Colombia,20/08/2025,Visitante,1,1,Empate,Liga de Naciones,Nublado,27,85,6,3,49,0,0
Argentina,Bélgica,12/08/2025,Local,0,2,Derrota,Amistoso,Lluvia,10,92,4,4,46,0,1
Argentina,Uzbekistán,03/08/2025,Visitante,5,0,Victoria,Eliminatoria,Lluvia,17,80,14,11,53,1,0
Argentina,Panamá,27/07/2025,Visitante,2,0,Victoria,Eliminatoria,Soleado,17,84,3,8,57,1,0
Argentina,Curazao,21/07/2025,Local,4,0,Victoria,Liga de Naciones,Frio,12,39,12,11,55,2,0
Argentina,Uzbekistán,16/07/2025,Local,2,0,Victoria,Oficial,Lluvia,19,74,5,8,40,0,0
Argentina,Sudáfrica,05/07/2025,Local,2,0,Victoria,Copa,Nublado,28,71,12,7,66,1,0
Argentina,Alemania,28/06/2025,Visitante,3,0,Victoria,Liga de Naciones,Soleado,19,55,8,7,57,3,0
Argentina,Arabia Saudita,21/06/2025,Visitante,4,1,Victoria,Copa,Nublado,31,36,9,13,43,0,0
Argentina,Países Bajos,15/06/2025,Visitante,0,0,Empate,Liga de Naciones,Frio,13,80,6,5,35,1,1
Argentina,Inglaterra,08/06/2025,Local,1,0,Victoria,Copa,Frio,3,72,3,5,54,1,1
Argentina,Uzbekistán,31/05/2025,Visitante,1,3,Derrota,Eliminatoria,Soleado,29,57,5,7,47,0,1
Argentina,Curazao,28/05/2025,Visitante,1,0,Victoria,Eliminatoria,Lluvia,26,67,8,5,44,0,0
Argentina,Portugal,18/05/2025,Local,3,0,Victoria,Eliminatoria,Frio,12,87,12,10,45,0,0
Argentina,República Checa,13/05/2025,Visitante,3,0,Victoria,Eliminatoria,Lluvia,20,89,4,10,54,1,0
Australia,Arabia Saudita,2026-05-29,Local,2,0,Victoria,Amistoso,Soleado,27,65,8,8,63,0,0
Australia,Catar,2026-05-17,Local,1,2,Derrota,Eliminatoria,Soleado,30,55,6,8,52,3,2
Australia,Uzbekistán,2026-05-07,Visitante,2,2,Empate,Copa,Soleado,26,61,6,9,42,0,0
Australia,Jordania,2026-04-27,Local,2,1,Victoria,Copa,Soleado,30,48,7,8,57,0,1
Australia,Japón,2026-04-16,Local,0,3,Derrota,Amistoso,Soleado,25,44,5,5,55,0,0
Australia,Irak,2026-04-04,Visitante,0,0,Empate,Amistoso,Soleado,26,38,7,5,36,0,0
Australia,Irán,2026-03-23,Visitante,4,0,Victoria,Liga de Naciones,Soleado,18,43,9,12,43,1,1
Australia,Canadá,2026-03-13,Local,3,0,Victoria,Copa,Caluroso,31,56,4,10,50,3,1
Australia,Brasil,2026-03-02,Visitante,0,2,Derrota,Eliminatoria,Soleado,20,57,3,6,47,1,0
Australia,República Democrática del Congo,2026-02-18,Visitante,3,1,Victoria,Liga de Naciones,Soleado,25,59,4,9,51,1,1
Australia,Países Bajos,11/02/2026,Visitante,0,2,Derrota,Liga de Naciones,Nublado,15,85,3,5,50,0,1
Australia,Estados Unidos,01/02/2026,Visitante,1,0,Victoria,Amistoso,Soleado,31,73,5,5,54,1,0
Australia,Argelia,24/01/2026,Visitante,1,0,Victoria,Oficial,Frio,9,39,7,6,49,1,2
Australia,Suiza,20/01/2026,Visitante,1,1,Empate,Amistoso,Caluroso,33,39,3,8,39,0,0
Australia,México,12/01/2026,Local,1,2,Derrota,Oficial,Nublado,28,41,7,9,49,2,1
Australia,Catar,06/01/2026,Visitante,1,1,Empate,Liga de Naciones,Soleado,26,75,4,5,46,2,1
Australia,Inglaterra,31/12/2025,Visitante,1,3,Derrota,Eliminatoria,Nublado,25,73,10,9,54,0,1
Australia,Irak,23/12/2025,Local,1,3,Derrota,Eliminatoria,Frio,11,59,6,7,43,2,0
Australia,Sudáfrica,16/12/2025,Local,1,1,Empate,Eliminatoria,Frio,3,53,14,7,61,0,0
Australia,Curazao,07/12/2025,Visitante,0,0,Empate,Amistoso,Soleado,15,80,7,3,47,0,2
Australia,Bosnia y Herzegovina,01/12/2025,Local,1,0,Victoria,Eliminatoria,Caluroso,32,54,7,6,56,0,0
Australia,Argentina,22/11/2025,Local,0,0,Empate,Amistoso,Caluroso,29,84,14,3,54,0,0
Australia,Curazao,15/11/2025,Visitante,1,0,Victoria,Copa,Frio,11,42,8,5,66,2,1
Australia,Países Bajos,12/11/2025,Local,0,1,Derrota,Liga de Naciones,Frio,11,45,12,5,51,2,0
Australia,Senegal,03/11/2025,Visitante,1,0,Victoria,Amistoso,Nublado,25,56,10,6,42,0,0
Australia,Ghana,26/10/2025,Local,2,0,Victoria,Amistoso,Nublado,26,61,7,6,68,1,0
Australia,Croacia,20/10/2025,Visitante,0,5,Derrota,Liga de Naciones,Frio,11,81,6,6,54,1,0
Australia,Sudáfrica,11/10/2025,Local,2,1,Victoria,Eliminatoria,Frio,11,53,14,4,45,0,0
Australia,Países Bajos,07/10/2025,Visitante,1,1,Empate,Copa,Caluroso,27,40,14,4,45,1,0
Australia,España,28/09/2025,Visitante,0,1,Derrota,Amistoso,Soleado,21,38,6,3,46,2,2
Australia,Cabo Verde,20/09/2025,Visitante,0,2,Derrota,Liga de Naciones,Caluroso,29,80,5,5,48,1,0
Australia,Paraguay,17/09/2025,Local,0,1,Derrota,Amistoso,Nublado,17,36,10,6,59,3,0
Australia,Inglaterra,07/09/2025,Local,0,1,Derrota,Copa,Lluvia,29,79,8,3,30,3,1
Australia,Túnez,03/09/2025,Local,0,2,Derrota,Eliminatoria,Caluroso,34,43,6,4,56,2,0
Australia,Catar,23/08/2025,Visitante,1,1,Empate,Copa,Frio,4,48,7,5,55,5,0
Australia,Uzbekistán,17/08/2025,Visitante,0,2,Derrota,Oficial,Lluvia,21,82,10,7,44,2,0
Australia,República Checa,09/08/2025,Local,0,0,Empate,Copa,Nublado,23,85,3,4,60,1,0
Australia,Croacia,03/08/2025,Visitante,0,4,Derrota,Liga de Naciones,Soleado,28,36,3,6,44,1,2
Australia,Estados Unidos,28/07/2025,Visitante,1,2,Derrota,Eliminatoria,Caluroso,27,49,3,5,43,3,0
Australia,Estados Unidos,22/07/2025,Local,3,1,Victoria,Oficial,Lluvia,7,76,4,6,70,0,0
Australia,Haití,13/07/2025,Local,2,0,Victoria,Liga de Naciones,Lluvia,23,75,8,5,68,0,0
Australia,Inglaterra,09/07/2025,Local,2,2,Empate,Liga de Naciones,Soleado,25,80,4,6,52,2,0
